Index,Folder,Filename,Image Size,BBox,Categorical_Labels,Continuous_Labels,Gender,Age
16602,emodb_small/images,5ndn2ii582dr6s3pcj.jpg,"[300, 450]","[2, 7, 173, 261]","['Affection', 'Confidence', 'Excitement', 'Happiness', 'Peace']","[9, 6, 7]",Female,Adult
16603,emodb_small/images,5ndn2ii582dr6s3pcj.jpg,"[300, 450]","[170, 107, 197, 157]","['Engagement', 'Esteem', 'Happiness']","[6, 4, 5]",Male,Adult
16604,emodb_small/images,5ndn2ii582dr6s3pcj.jpg,"[300, 450]","[187, 120, 248, 182]","['Disapproval', 'Doubt/Confusion', 'Fatigue', 'Pain', 'Pleasure', 'Suffering', 'Surprise', 'Yearning']","[6, 3, 5]",Female,Adult
16605,emodb_small/images,5ndn2ii582dr6s3pcj.jpg,"[300, 450]","[153, 102, 185, 149]","['Engagement', 'Happiness', 'Pleasure']","[6, 4, 5]",Male,Adult
16606,emodb_small/images,5ndn2ii582dr6s3pcj.jpg,"[300, 450]","[264, 124, 300, 223]",['Engagement'],"[5, 3, 5]",Male,Adult
16607,emodb_small/images,5ndn2ii582dr6s3pcj.jpg,"[300, 450]","[231, 9, 300, 299]","['Affection', 'Engagement', 'Happiness', 'Pleasure']","[8, 7, 7]",Male,Kid
16608,mscoco/images,COCO_train2014_000000265100.jpg,"[500, 375]","[81, 122, 186, 275]",['Engagement'],"[7, 6, 8]",Female,Teenager
16609,framesdb/images,frame_0ay82t788ievsqqu.jpg,"[800, 1066]","[1, 202, 223, 924]",['Engagement'],"[5, 2, 8]",Male,Adult
16610,framesdb/images,frame_0ay82t788ievsqqu.jpg,"[800, 1066]","[501, 288, 746, 879]","['Anticipation', 'Happiness']","[5, 7, 7]",Male,Adult
16611,framesdb/images,frame_4j7hl7prt32dady7.jpg,"[850, 567]","[33, 64, 162, 388]","['Engagement', 'Sympathy']","[4, 3, 3]",Female,Adult
16612,framesdb/images,frame_4j7hl7prt32dady7.jpg,"[850, 567]","[174, 74, 234, 257]",['Engagement'],"[8, 3, 7]",Male,Adult
16613,framesdb/images,frame_4j7hl7prt32dady7.jpg,"[850, 567]","[632, 33, 841, 529]","['Disconnection', 'Engagement']","[5, 6, 5]",Female,Adult
16614,framesdb/images,frame_4j7hl7prt32dady7.jpg,"[850, 567]","[388, 70, 463, 317]",['Engagement'],"[4, 4, 5]",Male,Teenager
16615,framesdb/images,frame_4j7hl7prt32dady7.jpg,"[850, 567]","[290, 292, 506, 453]","['Engagement', 'Pain', 'Sadness']","[3, 6, 3]",Male,Adult
16616,framesdb/images,frame_4j7hl7prt32dady7.jpg,"[850, 567]","[560, 89, 617, 295]",['Engagement'],"[5, 4, 6]",Male,Adult
16617,framesdb/images,frame_4j7hl7prt32dady7.jpg,"[850, 567]","[471, 66, 550, 299]","['Engagement', 'Sympathy']","[5, 6, 6]",Female,Adult
16618,framesdb/images,frame_4j7hl7prt32dady7.jpg,"[850, 567]","[229, 76, 282, 212]",['Peace'],"[5, 5, 6]",Female,Adult
16619,framesdb/images,frame_0b84uzeklcpegmzb.jpg,"[3456, 4608]","[2569, 1214, 3455, 4607]",['Engagement'],"[6, 7, 5]",Male,Kid
16620,framesdb/images,frame_0b84uzeklcpegmzb.jpg,"[3456, 4608]","[0, 677, 1186, 4607]",['Engagement'],"[6, 8, 5]",Female,Teenager
16621,framesdb/images,frame_0b84uzeklcpegmzb.jpg,"[3456, 4608]","[1908, 1953, 2659, 4254]",['Engagement'],"[5, 6, 6]",Female,Kid
16622,mscoco/images,COCO_train2014_000000541027.jpg,"[640, 480]","[302, 98, 456, 466]","['Anticipation', 'Excitement']","[6, 4, 6]",Male,Adult
16623,mscoco/images,COCO_train2014_000000541027.jpg,"[640, 480]","[30, 69, 222, 418]","['Engagement', 'Excitement', 'Happiness']","[7, 4, 6]",Male,Adult
16624,mscoco/images,COCO_train2014_000000370851.jpg,"[640, 480]","[9, 147, 170, 344]",['Yearning'],"[6, 8, 8]",Male,Adult
16625,mscoco/images,COCO_train2014_000000164346.jpg,"[500, 333]","[112, 56, 321, 235]","['Confidence', 'Engagement', 'Excitement']","[6, 7, 7]",Male,Adult
16626,mscoco/images,COCO_train2014_000000356749.jpg,"[640, 426]","[95, 45, 549, 425]","['Affection', 'Excitement', 'Pleasure']","[8, 4, 8]",Female,Adult
16627,mscoco/images,COCO_train2014_000000212934.jpg,"[640, 551]","[387, 56, 550, 532]","['Confidence', 'Engagement', 'Excitement']","[7, 7, 7]",Male,Teenager
16628,mscoco/images,COCO_train2014_000000212934.jpg,"[640, 551]","[268, 39, 417, 515]","['Engagement', 'Happiness']","[6, 6, 6]",Male,Adult
16629,mscoco/images,COCO_train2014_000000567488.jpg,"[640, 427]","[342, 52, 556, 198]","['Confidence', 'Engagement']","[6, 10, 7]",Male,Adult
16630,mscoco/images,COCO_val2014_000000054337.jpg,"[640, 480]","[417, 157, 617, 412]","['Disconnection', 'Engagement']","[6, 5, 6]",Male,Adult
16631,mscoco/images,COCO_train2014_000000303370.jpg,"[640, 427]","[270, 119, 372, 408]",['Engagement'],"[5, 4, 7]",Female,Kid
16632,mscoco/images,COCO_train2014_000000303370.jpg,"[640, 427]","[119, 51, 250, 366]",['Engagement'],"[5, 4, 7]",Male,Adult
16633,mscoco/images,COCO_val2014_000000185697.jpg,"[640, 425]","[137, 122, 302, 398]","['Engagement', 'Excitement', 'Happiness']","[6, 4, 7]",Male,Adult
16634,mscoco/images,COCO_train2014_000000161996.jpg,"[640, 427]","[212, 85, 467, 426]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[6, 6, 7]",Male,Adult
16635,mscoco/images,COCO_train2014_000000075754.jpg,"[640, 480]","[80, 46, 590, 474]","['Excitement', 'Happiness']","[8, 6, 7]",Female,Adult
16636,ade20k/images,sun_agqvarfolheeccnj.jpg,"[400, 267]","[7, 67, 151, 267]","['Affection', 'Confidence', 'Esteem', 'Excitement', 'Happiness', 'Peace', 'Sympathy']","[7, 4, 6]",Male,Adult
16637,mscoco/images,COCO_train2014_000000247508.jpg,"[640, 480]","[141, 154, 368, 397]","['Sadness', 'Yearning']","[4, 2, 3]",Female,Adult
16638,framesdb/images,frame_desgsj6pvocuhbjw.jpg,"[450, 315]","[2, 110, 125, 305]",['Engagement'],"[5, 2, 9]",Male,Adult
16639,framesdb/images,frame_desgsj6pvocuhbjw.jpg,"[450, 315]","[294, 108, 376, 303]",['Engagement'],"[6, 2, 9]",Female,Adult
16640,framesdb/images,frame_desgsj6pvocuhbjw.jpg,"[450, 315]","[363, 92, 411, 243]",['Disconnection'],"[6, 6, 7]",Female,Adult
16641,mscoco/images,COCO_val2014_000000225494.jpg,"[640, 426]","[340, 8, 537, 340]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[6, 10, 10]",Male,Teenager
16642,mscoco/images,COCO_val2014_000000225494.jpg,"[640, 426]","[111, 62, 211, 313]","['Engagement', 'Yearning']","[7, 6, 7]",Male,Teenager
16643,mscoco/images,COCO_train2014_000000027742.jpg,"[640, 480]","[67, 154, 197, 350]","['Anticipation', 'Disconnection']","[4, 5, 4]",Male,Adult
16644,mscoco/images,COCO_train2014_000000027742.jpg,"[640, 480]","[378, 86, 497, 369]",['Happiness'],"[6, 6, 5]",Female,Teenager
16645,framesdb/images,frame_2mivzi6vebskxgkp.jpg,"[550, 373]","[322, 153, 390, 328]",['Engagement'],"[5, 2, 8]",Female,Adult
16646,mscoco/images,COCO_train2014_000000064233.jpg,"[640, 631]","[48, 127, 243, 525]","['Peace', 'Sensitivity', 'Yearning']","[6, 4, 7]",Male,Adult
16647,framesdb/images,frame_c9pd0a4yquwhk7ou.jpg,"[620, 372]","[302, 1, 597, 370]",['Engagement'],"[5, 2, 9]",Female,Adult
16648,mscoco/images,COCO_train2014_000000146224.jpg,"[640, 476]","[284, 98, 444, 432]","['Doubt/Confusion', 'Engagement']","[4, 7, 9]",Female,Adult
16649,mscoco/images,COCO_train2014_000000146224.jpg,"[640, 476]","[421, 96, 581, 445]","['Excitement', 'Happiness']","[6, 7, 8]",Male,Adult
16650,framesdb/images,frame_ci3vu9za9lmx90oa.jpg,"[800, 531]","[655, 235, 799, 522]","['Anticipation', 'Engagement']","[5, 2, 9]",Male,Adult
16651,framesdb/images,frame_gyv54xic2o1rwhce.jpg,"[1536, 2048]","[44, 165, 328, 1230]",['Sensitivity'],"[5, 7, 7]",Male,Adult
16652,emodb_small/images,2eb2smkrp4tsqobl71.jpg,"[160, 314]","[157, 1, 160, 160]","['Affection', 'Happiness', 'Pleasure']","[8, 5, 7]",Female,Adult
16653,emodb_small/images,2eb2smkrp4tsqobl71.jpg,"[160, 314]","[7, 1, 160, 160]","['Affection', 'Engagement', 'Esteem', 'Happiness', 'Peace', 'Pleasure']","[9, 7, 7]",Male,Adult
16654,framesdb/images,frame_aw9v93e6r6sjxpkk.jpg,"[587, 440]","[33, 43, 318, 367]","['Disconnection', 'Peace']","[6, 3, 6]",Female,Adult
16655,framesdb/images,frame_6srzyob11raf2exg.jpg,"[634, 432]","[207, 150, 297, 399]","['Annoyance', 'Confidence', 'Disapproval', 'Disquietment']","[5, 6, 6]",Male,Adult
16656,framesdb/images,frame_6srzyob11raf2exg.jpg,"[634, 432]","[511, 213, 581, 341]","['Engagement', 'Peace', 'Pleasure']","[6, 6, 5]",Female,Adult
16657,mscoco/images,COCO_train2014_000000107148.jpg,"[640, 458]","[380, 12, 579, 332]","['Confidence', 'Engagement']","[5, 4, 7]",Male,Adult
16658,emodb_small/images,fad0lq0rhuwwxv3l2x.jpg,"[640, 960]","[3, 351, 163, 637]","['Engagement', 'Fear', 'Surprise']","[5, 8, 4]",Male,Kid
16659,emodb_small/images,fad0lq0rhuwwxv3l2x.jpg,"[640, 960]","[117, 253, 346, 639]","['Excitement', 'Fear']","[3, 7, 4]",Female,Teenager
16660,emodb_small/images,fad0lq0rhuwwxv3l2x.jpg,"[640, 960]","[427, 35, 640, 640]","['Engagement', 'Excitement', 'Fear', 'Surprise']","[2, 8, 2]",Male,Adult
16661,mscoco/images,COCO_train2014_000000357613.jpg,"[640, 388]","[189, 127, 328, 358]","['Anticipation', 'Excitement']","[5, 7, 7]",Male,Adult
16662,mscoco/images,COCO_train2014_000000071236.jpg,"[640, 426]","[13, 4, 351, 424]","['Affection', 'Happiness']","[6, 4, 7]",Female,Kid
16663,mscoco/images,COCO_train2014_000000458675.jpg,"[640, 426]","[401, 15, 586, 376]","['Anticipation', 'Engagement', 'Excitement']","[7, 8, 9]",Male,Adult
16664,mscoco/images,COCO_train2014_000000095025.jpg,"[640, 381]","[142, 74, 262, 255]","['Confidence', 'Engagement']","[8, 4, 7]",Female,Adult
16665,mscoco/images,COCO_train2014_000000306672.jpg,"[430, 500]","[71, 48, 389, 324]",['Anticipation'],"[6, 7, 6]",Male,Adult
16666,mscoco/images,COCO_train2014_000000154352.jpg,"[500, 377]","[118, 66, 206, 315]","['Excitement', 'Happiness']","[6, 8, 6]",Male,Adult
16667,mscoco/images,COCO_val2014_000000533743.jpg,"[640, 426]","[208, 39, 632, 419]","['Engagement', 'Happiness']","[5, 5, 7]",Male,Adult
16668,mscoco/images,COCO_train2014_000000270406.jpg,"[640, 480]","[224, 135, 453, 479]",['Confidence'],"[6, 3, 7]",Female,Adult
16669,mscoco/images,COCO_train2014_000000494811.jpg,"[640, 360]","[245, 39, 428, 205]",['Sadness'],"[4, 2, 3]",Female,Adult
16670,framesdb/images,frame_2lo1hslw2q5dqcbz.jpg,"[657, 760]","[4, 211, 152, 669]",['Engagement'],"[6, 2, 7]",Female,Teenager
16671,framesdb/images,frame_2lo1hslw2q5dqcbz.jpg,"[657, 760]","[369, 24, 645, 697]",['Engagement'],"[5, 5, 6]",Female,Adult
16672,framesdb/images,frame_2lo1hslw2q5dqcbz.jpg,"[657, 760]","[107, 99, 447, 705]",['Engagement'],"[5, 7, 7]",Female,Adult
16673,mscoco/images,COCO_val2014_000000227851.jpg,"[640, 480]","[179, 103, 481, 474]","['Anticipation', 'Confidence', 'Engagement']","[8, 3, 9]",Female,Adult
16674,framesdb/images,frame_2cvgfgilvoh0b9hh.jpg,"[500, 334]","[38, 147, 205, 266]",['Engagement'],"[6, 8, 5]",Female,Adult
16675,mscoco/images,COCO_train2014_000000448124.jpg,"[640, 424]","[287, 68, 604, 332]","['Affection', 'Happiness', 'Sympathy']","[7, 5, 8]",Female,Teenager
16676,mscoco/images,COCO_val2014_000000075646.jpg,"[640, 483]","[477, 94, 605, 331]","['Confidence', 'Engagement']","[8, 3, 8]",Female,Adult
16677,mscoco/images,COCO_val2014_000000075646.jpg,"[640, 483]","[161, 95, 278, 333]","['Affection', 'Engagement', 'Esteem']","[6, 3, 9]",Female,Adult
16678,mscoco/images,COCO_train2014_000000265553.jpg,"[480, 640]","[153, 105, 329, 451]",['Anticipation'],"[3, 4, 4]",Male,Adult
16679,mscoco/images,COCO_train2014_000000505745.jpg,"[640, 428]","[399, 34, 525, 380]","['Fatigue', 'Sadness']","[5, 7, 6]",Male,Adult
16680,framesdb/images,frame_f1c5q0d2or7erc98.jpg,"[500, 375]","[366, 201, 449, 374]",['Engagement'],"[6, 6, 6]",Male,Adult
16681,mscoco/images,COCO_train2014_000000099099.jpg,"[639, 640]","[97, 212, 286, 506]",['Anticipation'],"[6, 4, 6]",Male,Adult
16682,mscoco/images,COCO_train2014_000000442277.jpg,"[640, 480]","[295, 185, 454, 346]","['Anticipation', 'Confidence', 'Excitement']","[4, 10, 6]",Male,Adult
16683,mscoco/images,COCO_train2014_000000072902.jpg,"[500, 500]","[65, 128, 185, 426]","['Anticipation', 'Excitement', 'Happiness']","[6, 6, 8]",Male,Adult
16684,mscoco/images,COCO_train2014_000000446726.jpg,"[640, 427]","[304, 104, 503, 401]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[5, 4, 6]",Female,Adult
16685,mscoco/images,COCO_train2014_000000446726.jpg,"[640, 427]","[7, 187, 321, 425]",['Disconnection'],"[6, 4, 7]",Female,Adult
16686,mscoco/images,COCO_train2014_000000215522.jpg,"[500, 400]","[88, 105, 250, 280]",['Anticipation'],"[6, 7, 7]",Male,Adult
16687,mscoco/images,COCO_train2014_000000219880.jpg,"[640, 399]","[11, 13, 175, 359]","['Confidence', 'Engagement', 'Happiness']","[5, 5, 6]",Female,Adult
16688,mscoco/images,COCO_train2014_000000219880.jpg,"[640, 399]","[405, 58, 625, 378]","['Engagement', 'Pleasure']","[7, 7, 6]",Female,Adult
16689,framesdb/images,frame_g9mt4wpglv373znw.jpg,"[615, 409]","[358, 151, 497, 408]",['Disconnection'],"[5, 3, 3]",Female,Adult
16690,mscoco/images,COCO_val2014_000000203372.jpg,"[640, 428]","[348, 62, 469, 417]","['Disconnection', 'Engagement']","[7, 6, 7]",Male,Adult
16691,mscoco/images,COCO_val2014_000000203372.jpg,"[640, 428]","[176, 79, 304, 409]",['Engagement'],"[5, 4, 7]",Male,Adult
16692,mscoco/images,COCO_train2014_000000386468.jpg,"[500, 281]","[161, 64, 286, 275]",['Confidence'],"[6, 7, 7]",Female,Adult
16693,mscoco/images,COCO_train2014_000000386468.jpg,"[500, 281]","[299, 63, 473, 277]","['Confidence', 'Engagement']","[8, 4, 7]",Female,Adult
16694,framesdb/images,frame_alwd9bbzai2pgcnv.jpg,"[396, 594]","[35, 156, 343, 592]",['Engagement'],"[5, 7, 8]",Male,Adult
16695,mscoco/images,COCO_train2014_000000031922.jpg,"[640, 480]","[361, 82, 472, 309]","['Anger', 'Disapproval', 'Doubt/Confusion']","[4, 4, 6]",Male,Adult
16696,mscoco/images,COCO_train2014_000000031922.jpg,"[640, 480]","[191, 126, 469, 478]","['Engagement', 'Happiness', 'Pleasure']","[4, 3, 3]",Female,Adult
16697,mscoco/images,COCO_val2014_000000559037.jpg,"[640, 427]","[167, 97, 340, 285]","['Anticipation', 'Confidence', 'Engagement', 'Excitement']","[7, 8, 7]",Male,Adult
16698,emodb_small/images,c3ww74mj0rjgqz6p5q.jpg,"[409, 615]","[200, 0, 409, 412]","['Annoyance', 'Disapproval', 'Disconnection', 'Disquietment', 'Doubt/Confusion', 'Fatigue', 'Suffering']","[3, 4, 5]",Male,Adult
16699,mscoco/images,COCO_val2014_000000097423.jpg,"[640, 517]","[157, 148, 347, 486]",['Engagement'],"[5, 7, 7]",Male,Adult
16700,mscoco/images,COCO_train2014_000000148924.jpg,"[640, 480]","[159, 140, 335, 359]","['Confidence', 'Engagement', 'Excitement']","[6, 7, 6]",Male,Adult
16701,mscoco/images,COCO_train2014_000000148924.jpg,"[640, 480]","[385, 209, 559, 369]","['Anticipation', 'Confidence', 'Engagement']","[8, 5, 6]",Male,Teenager
16702,mscoco/images,COCO_val2014_000000093620.jpg,"[640, 480]","[63, 180, 199, 449]","['Affection', 'Disconnection']","[7, 2, 9]",Female,Adult
16703,emodb_small/images,d63hdaz7vwqr247rbw.jpg,"[338, 506]","[181, 1, 338, 337]","['Engagement', 'Peace', 'Sensitivity']","[6, 3, 3]",Female,Kid
16704,emodb_small/images,d63hdaz7vwqr247rbw.jpg,"[338, 506]","[6, 0, 214, 339]","['Annoyance', 'Disquietment', 'Yearning']","[3, 4, 3]",Male,Kid
16705,framesdb/images,frame_iy2cceqlne129au5.jpg,"[500, 333]","[383, 128, 461, 265]",['Happiness'],"[4, 3, 4]",Male,Adult
16706,mscoco/images,COCO_train2014_000000231134.jpg,"[640, 384]","[222, 87, 386, 282]","['Confidence', 'Excitement']","[7, 9, 8]",Male,Adult
16707,mscoco/images,COCO_val2014_000000067310.jpg,"[486, 640]","[13, 120, 238, 368]","['Anticipation', 'Engagement', 'Excitement']","[6, 10, 10]",Male,Teenager
16708,framesdb/images,frame_lft7ss79f1d4xtmg.jpg,"[4608, 3456]","[1266, 2168, 4607, 3335]","['Anticipation', 'Engagement', 'Happiness']","[6, 3, 4]",Female,Teenager
16709,framesdb/images,frame_ekwxiv8f7ha51q6a.jpg,"[640, 427]","[66, 269, 198, 426]",['Engagement'],"[6, 6, 6]",Male,Adult
16710,mscoco/images,COCO_train2014_000000395576.jpg,"[640, 480]","[245, 176, 373, 412]","['Excitement', 'Happiness']","[7, 6, 7]",Female,Adult
16711,mscoco/images,COCO_val2014_000000499374.jpg,"[640, 640]","[20, 261, 278, 548]",['Engagement'],"[6, 9, 9]",Female,Teenager
16712,mscoco/images,COCO_train2014_000000264309.jpg,"[640, 556]","[90, 53, 573, 555]",['Engagement'],"[8, 7, 8]",Female,Adult
16713,mscoco/images,COCO_train2014_000000255988.jpg,"[424, 640]","[155, 156, 278, 341]","['Disconnection', 'Engagement', 'Peace']","[7, 8, 7]",Female,Adult
16714,framesdb/images,frame_0xzrl7lmwbnwtqus.jpg,"[450, 320]","[22, 130, 175, 309]","['Anticipation', 'Engagement', 'Happiness']","[6, 7, 4]",Female,Teenager
16715,framesdb/images,frame_0xzrl7lmwbnwtqus.jpg,"[450, 320]","[255, 22, 439, 316]","['Engagement', 'Pleasure']","[5, 2, 8]",Male,Adult
16716,framesdb/images,frame_0xzrl7lmwbnwtqus.jpg,"[450, 320]","[194, 110, 295, 251]","['Engagement', 'Happiness']","[6, 2, 8]",Female,Adult
16717,framesdb/images,frame_0xzrl7lmwbnwtqus.jpg,"[450, 320]","[131, 99, 189, 177]","['Engagement', 'Pleasure']","[5, 6, 7]",Male,Adult
16718,framesdb/images,frame_60j7em61r7qn6deg.jpg,"[4288, 2848]","[74, 1462, 1182, 2705]",['Engagement'],"[5, 4, 3]",Female,Teenager
16719,framesdb/images,frame_fiu7bldf0imk73nm.jpg,"[634, 862]","[247, 26, 513, 845]","['Happiness', 'Pleasure']","[6, 4, 6]",Female,Adult
16720,framesdb/images,frame_bmooso1bul0n8p7f.jpg,"[625, 416]","[244, 52, 606, 412]",['Engagement'],"[6, 2, 8]",Male,Adult
16721,mscoco/images,COCO_train2014_000000036282.jpg,"[640, 424]","[157, 69, 356, 416]",['Disapproval'],"[4, 3, 3]",Female,Adult
16722,mscoco/images,COCO_train2014_000000253522.jpg,"[628, 406]","[65, 178, 180, 405]",['Happiness'],"[6, 3, 7]",Female,Adult
16723,framesdb/images,frame_hy1z7p6ol3epzx2u.jpg,"[450, 316]","[308, 126, 448, 275]",['Engagement'],"[7, 4, 2]",Female,Adult
16724,framesdb/images,frame_hy1z7p6ol3epzx2u.jpg,"[450, 316]","[8, 120, 213, 301]","['Confidence', 'Engagement', 'Excitement', 'Happiness']","[7, 2, 3]",Female,Adult
16725,framesdb/images,frame_hy1z7p6ol3epzx2u.jpg,"[450, 316]","[154, 30, 274, 287]",['Engagement'],"[6, 3, 4]",Male,Adult
16726,emodb_small/images,gvwj848i437jakzshe.jpg,"[175, 288]","[16, 0, 175, 176]","['Anger', 'Annoyance', 'Aversion', 'Disapproval']","[3, 8, 3]",Male,Kid
16727,mscoco/images,COCO_train2014_000000134907.jpg,"[640, 480]","[86, 40, 609, 473]",['Surprise'],"[4, 9, 5]",Male,Adult
16728,framesdb/images,frame_33vxgtzrm1wvq8py.jpg,"[460, 327]","[125, 87, 219, 326]","['Confidence', 'Engagement', 'Esteem', 'Excitement', 'Happiness', 'Peace', 'Pleasure']","[8, 4, 9]",Female,Teenager
16729,framesdb/images,frame_33vxgtzrm1wvq8py.jpg,"[460, 327]","[95, 265, 135, 312]",['Engagement'],"[5, 5, 5]",Male,Adult
16730,framesdb/images,frame_33vxgtzrm1wvq8py.jpg,"[460, 327]","[2, 134, 49, 208]","['Confidence', 'Engagement', 'Esteem', 'Happiness', 'Pleasure']","[6, 7, 6]",Female,Adult
16731,emodb_small/images,gv232bwvvkb8m27mh1.jpg,"[167, 301]","[49, 1, 167, 167]",['Anger'],"[1, 10, 10]",Male,Kid
16732,mscoco/images,COCO_train2014_000000185760.jpg,"[640, 480]","[303, 247, 418, 478]","['Anticipation', 'Confidence', 'Engagement']","[4, 6, 6]",Male,Adult
16733,mscoco/images,COCO_train2014_000000444627.jpg,"[640, 480]","[278, 253, 450, 474]",['Engagement'],"[5, 6, 3]",Male,Adult
16734,mscoco/images,COCO_train2014_000000293372.jpg,"[640, 525]","[74, 165, 417, 512]","['Happiness', 'Peace']","[10, 1, 7]",Female,Kid
16735,framesdb/images,frame_9dnb47n8dmm6525x.jpg,"[1000, 665]","[395, 137, 682, 521]","['Confidence', 'Engagement', 'Happiness']","[8, 4, 9]",Female,Adult
16736,mscoco/images,COCO_train2014_000000491001.jpg,"[640, 427]","[213, 141, 357, 293]","['Anticipation', 'Engagement']","[8, 10, 10]",Male,Adult
16737,framesdb/images,frame_lu6bz3uqwsw80pt2.jpg,"[650, 434]","[216, 195, 259, 361]",['Disconnection'],"[8, 4, 8]",Female,Adult
16738,framesdb/images,frame_lu6bz3uqwsw80pt2.jpg,"[650, 434]","[103, 188, 164, 325]",['Disconnection'],"[6, 6, 6]",Male,Adult
16739,framesdb/images,frame_l9ko5g0nlanhob4o.jpg,"[450, 320]","[197, 29, 316, 248]","['Happiness', 'Pleasure', 'Surprise']","[7, 2, 10]",Female,Adult
16740,framesdb/images,frame_3dpg8datp95p33in.jpg,"[330, 400]","[11, 188, 80, 337]",['Engagement'],"[6, 3, 6]",Male,Adult
16741,framesdb/images,frame_3dpg8datp95p33in.jpg,"[330, 400]","[217, 187, 286, 273]",['Engagement'],"[6, 4, 3]",Female,Adult
16742,framesdb/images,frame_3dpg8datp95p33in.jpg,"[330, 400]","[50, 182, 112, 282]",['Engagement'],"[7, 4, 4]",Male,Adult
16743,framesdb/images,frame_3dpg8datp95p33in.jpg,"[330, 400]","[95, 193, 126, 247]",['Engagement'],"[5, 4, 3]",Female,Adult
16744,mscoco/images,COCO_val2014_000000146710.jpg,"[473, 335]","[36, 50, 246, 329]",['Sympathy'],"[6, 8, 9]",Female,Adult
16745,mscoco/images,COCO_val2014_000000146710.jpg,"[473, 335]","[243, 11, 408, 333]","['Anticipation', 'Confidence', 'Happiness']","[8, 7, 8]",Male,Adult
16746,mscoco/images,COCO_train2014_000000399750.jpg,"[604, 403]","[76, 38, 206, 392]",['Engagement'],"[6, 4, 7]",Male,Adult
16747,mscoco/images,COCO_train2014_000000399750.jpg,"[604, 403]","[200, 182, 366, 305]",['Anticipation'],"[7, 8, 10]",Female,Adult
16748,ade20k/images,sun_bdivujeykyewcome.jpg,"[1600, 1200]","[504, 594, 1575, 1166]","['Disconnection', 'Fatigue', 'Peace']","[3, 2, 9]",Male,Kid
16749,mscoco/images,COCO_train2014_000000043033.jpg,"[500, 403]","[286, 70, 439, 328]",['Engagement'],"[7, 7, 5]",Female,Adult
16750,framesdb/images,frame_0g65c50zflrmapas.jpg,"[852, 480]","[222, 209, 400, 423]",['Engagement'],"[5, 8, 4]",Male,Adult
16751,mscoco/images,COCO_train2014_000000164617.jpg,"[500, 334]","[85, 57, 364, 268]",['Engagement'],"[6, 7, 7]",Male,Adult
16752,mscoco/images,COCO_train2014_000000408081.jpg,"[640, 394]","[24, 77, 356, 334]","['Anticipation', 'Engagement', 'Excitement']","[6, 10, 9]",Male,Teenager
